BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod
64121,Cream Ale,Irish Cream Ale,23.02,1.053,1.012,5.36,25.74,5.58,28.01,75,1.043,75.0,Specific Gravity,All Grain
64215,Simple All-Grain Belgian Pale Ale,Irish Pale Ale,19.0,1.054,1.015,5.12,27.13,13.04,21.0,60,1.0490000000000002,68.0,Specific Gravity,All Grain
64237,Belgian blonde ale,Irish Pale Ale,21.0,1.061,1.013,6.33,44.86,7.98,27.0,60,1.047,75.0,Specific Gravity,All Grain
64269,Servaeza Lager,Irish Lager,20.82,1.0490000000000002,1.012,4.82,28.05,10.54,28.39,60,1.036,65.0,Specific Gravity,All Grain
64288,Ray Belgian Pale Ale,Irish Pale Ale,18.0,1.052,1.015,4.89,27.76,9.93,22.0,60,1.043,70.0,Specific Gravity,All Grain
64352,Super Stout,Irish Dry Stout,3.79,1.061,1.015,6.0,27.73,50.0,11.36,60,1.02,35.0,Specific Gravity,extract
64368,Barking Kettle Colinet Irish Red Ale,Irish Red Ale,18.9,1.044,1.012,4.17,21.82,12.22,9.8,60,1.085,35.0,Specific Gravity,extract
64375,Ultravox,Irish Lager,50.0,1.047,1.011,4.75,16.57,12.56,55.0,80,1.042,70.0,Specific Gravity,All Grain
64392,Just A Stout,Irish Dry Stout,15.0,1.04,1.008,4.25,33.96,32.32,21.0,60,1.028,70.0,Specific Gravity,All Grain
64407,Cream Ale,Irish Cream Ale,18.93,1.052,1.01,5.51,18.89,4.29,22.71,60,1.043,75.0,Specific Gravity,All Grain
64422,Belgium Pale Ale,Irish Pale Ale,3.41,1.05,1.015,4.63,17.17,7.0,5.68,60,1.03,50.0,Specific Gravity,BIAB
64460,Utby Wienerlager,Irish Lager,29.0,1.06,1.012,6.27,29.88,8.11,38.0,60,1.046,71.0,Specific Gravity,All Grain
64466,Ozarks Red Rover,Irish Red Ale,45.42,1.054,1.011,5.72,41.2,15.21,53.0,60,1.047,80.0,Specific Gravity,All Grain
64469,Guinness++ Irish Extra Stout,Irish Extra Stout,18.93,1.081,1.0270000000000001,7.08,43.54,50.0,24.61,60,1.062,78.0,Specific Gravity,All Grain
64509,Vienna lager,Irish Lager,23.0,1.048,1.0090000000000001,5.13,27.99,9.02,27.0,75,1.041,79.0,Specific Gravity,All Grain
64521,Red ale 4,Irish Red Ale,27.0,1.045,1.012,4.4,24.06,11.5,28.2,60,1.043,70.0,Specific Gravity,All Grain
64526,American Irish Red Ale,Irish Red Ale,9.46,1.045,1.012,4.3,22.19,12.91,14.2,60,1.03,70.0,Specific Gravity,All Grain
64530,Braufreudes Pils,Irish Pale Ale,23.0,1.026,1.005,2.69,0.0,3.11,23.0,60,1.026,35.0,Specific Gravity,extract
64549,Irish Red,Irish Red Ale,5.68,1.051,1.0090000000000001,5.42,29.24,17.23,9.46,90,1.03,65.0,Specific Gravity,BIAB
64570,Rasse Hef Combo,Irish Cream Ale,30.28,1.052,1.015,4.88,20.34,3.2,39.75,90,1.04,82.0,Specific Gravity,All Grain
64592,Berries and Cream,Irish Cream Ale,17.03,1.0490000000000002,1.012,4.84,11.06,3.44,24.61,60,1.034,73.0,Specific Gravity,BIAB
64637,Irish Ginger,Irish Red Ale,20.82,1.055,1.015,5.24,18.89,18.88,28.39,90,1.04,70.0,Specific Gravity,BIAB
64647,Red Ale,Irish Red Ale,25.0,1.057,1.016,5.35,18.63,16.32,28.5,60,1.05,75.0,Specific Gravity,All Grain
64670,Xixi de Rena,Irish Lager,20.75,1.057,1.01,6.2,102.29,15.42,26.0,60,1.045,60.0,Specific Gravity,All Grain
64695,Vienna lager,Irish Lager,25.0,1.051,1.012,5.07,30.35,13.39,30.0,90,1.042,72.0,Specific Gravity,All Grain
64703,Molamola Belgian ale,Irish Pale Ale,21.0,1.063,1.018,5.83,27.06,8.47,28.5,60,1.046,70.0,Specific Gravity,All Grain
64713,Irish Handcuffs,Irish Red Ale,20.82,1.045,1.012,4.35,19.93,14.17,28.39,60,1.033,70.0,Specific Gravity,All Grain
64717,Brooklyn Lager-klon,Irish Lager,25.0,1.053,1.012,5.31,24.64,9.51,10.0,75,1.1320000000000001,65.0,Specific Gravity,Partial Mash
64718,Stupid Dog Cream Ale,Irish Cream Ale,20.82,1.051,1.0090000000000001,5.49,16.06,3.02,28.39,60,1.038,75.0,Specific Gravity,BIAB
64734,GOT Table Beer,Irish Pale Ale,11.36,1.0390000000000001,1.0070000000000001,4.17,32.17,3.78,15.9,60,1.028,95.0,Specific Gravity,All Grain
64739,Cream Ale TOC,Irish Cream Ale,25.0,1.05,1.0090000000000001,5.48,11.41,4.78,28.5,75,1.044,60.0,Specific Gravity,All Grain
64774,Vienna,Irish Lager,5.68,1.051,1.012,5.09,26.43,13.72,11.36,90,1.025,70.0,Specific Gravity,BIAB
64785,Nun Other,Irish Pale Ale,20.82,1.046,1.01,4.69,35.99,5.77,11.36,60,1.084,35.0,Specific Gravity,extract
64790,Belgian Pale,Irish Pale Ale,27.0,1.052,1.012,5.22,26.22,8.88,34.0,60,1.041,60.0,Specific Gravity,BIAB
64800,Cream Ale,Irish Cream Ale,20.0,1.05,1.01,5.28,9.2,3.5,28.5,60,1.035,75.0,Specific Gravity,All Grain
64815,Irish Stout,Irish Extra Stout,24.0,1.0590000000000002,1.014,5.91,27.94,32.46,30.0,75,1.047,75.0,Specific Gravity,All Grain
64834,Redex Red Ale,Irish Red Ale,20.0,1.034,1.006,3.72,28.25,10.6,28.5,60,1.024,65.0,Specific Gravity,All Grain
64841,Coffee Stout,Irish Dry Stout,20.82,1.0590000000000002,1.014,5.96,31.48,28.2,28.39,60,1.043,70.0,Specific Gravity,All Grain
64849,Orange Cream,Irish Cream Ale,20.82,1.052,1.0170000000000001,4.59,15.74,5.49,26.5,60,1.035,75.0,Specific Gravity,All Grain
64870,Raging Red BIAB small batch,Irish Red Ale,9.46,1.057,1.012,5.86,0.0,16.19,16.09,60,1.033,60.0,Specific Gravity,All Grain
64919,Mexican Style Vienna Lager,Irish Lager,20.82,1.045,1.0090000000000001,4.79,0.0,4.61,11.36,60,1.083,35.0,Specific Gravity,Partial Mash
64954,Crimson Tide red ale,Irish Red Ale,58.0,1.061,1.0170000000000001,5.77,25.59,14.98,78.0,60,1.046,74.0,Specific Gravity,All Grain
64959,RedTest,Irish Red Ale,20.82,1.053,1.014,5.06,23.79,13.14,26.5,60,1.042,65.0,Specific Gravity,All Grain
64975,Irish Red,Irish Red Ale,9.46,1.054,1.013,5.45,23.94,14.1,13.06,60,1.0390000000000001,50.0,Specific Gravity,BIAB
64990,German Bitter,Irish Lager,7.6,1.044,1.011,4.29,27.26,9.77,3.0,60,1.11,65.0,Specific Gravity,Partial Mash
64994,Irish Red Ale,Irish Red Ale,20.82,1.042,1.0090000000000001,4.36,29.72,13.08,30.28,60,1.0290000000000001,77.0,Specific Gravity,All Grain
65003,Dan Red Ale,Irish Red Ale,23.0,1.063,1.011,6.92,0.0,9.44,19.0,60,1.077,72.0,Specific Gravity,BIAB
65008,Cream Ale,Irish Cream Ale,23.0,1.0490000000000002,1.0090000000000001,5.22,11.74,3.52,17.0,60,1.0659999999999998,75.0,Specific Gravity,All Grain
65014,Irish Red Ale,Irish Red Ale,19.87,1.06,1.014,6.0,37.47,14.65,28.39,60,1.042,75.0,Specific Gravity,BIAB
65085,Amber Ale,Irish Red Ale,20.82,1.044,1.012,4.17,20.99,11.57,28.39,60,1.032,75.0,Specific Gravity,All Grain
65089,La mera belga,Irish Pale Ale,19.0,1.051,1.013,4.96,25.28,10.58,21.0,60,1.046,75.0,Specific Gravity,All Grain
65095,Dry Irish Stout,Irish Extra Stout,100.0,1.062,1.015,6.06,36.87,39.84,115.0,60,1.054,75.0,Specific Gravity,All Grain
65101,Vickies Vienna Lager,Irish Lager,20.82,1.047,1.011,4.67,29.39,12.98,28.39,60,1.034,72.0,Specific Gravity,All Grain
65112,Emrie's Red,Irish Red Ale,20.82,1.056,1.015,5.46,28.82,15.38,15.14,60,1.077,75.0,Specific Gravity,Partial Mash
65115,Oops ale,Irish Cream Ale,9.46,1.063,1.016,6.13,19.73,4.02,11.36,60,1.053,35.0,Specific Gravity,extract
65252,Red Ale Colaborativa,Irish Red Ale,60.0,1.054,1.014,5.24,19.3,19.18,60.0,60,1.053,70.0,Specific Gravity,All Grain
65255,Guinness Draught clone,Irish Dry Stout,20.82,1.044,1.012,4.21,36.13,38.86,28.39,60,1.032,35.0,Specific Gravity,All Grain
65258,Colum and John's IRA,Irish Red Ale,16.0,1.05,1.012,4.96,25.59,13.69,20.0,60,1.04,66.0,Specific Gravity,All Grain
65386,Oyster Stout-Test 1,Irish Extra Stout,10.0,1.067,1.0190000000000001,6.36,35.04,34.03,13.0,60,1.052,75.0,Specific Gravity,All Grain
65415,Okroberfest,Irish Lager,20.82,1.06,1.0190000000000001,5.43,25.31,7.95,18.93,60,1.0659999999999998,35.0,Specific Gravity,extract
65428,Vienna Rabbit,Irish Lager,16.09,1.0490000000000002,1.0090000000000001,5.2,26.65,11.63,11.36,60,1.069,70.0,Specific Gravity,Partial Mash
65429,Red Ale,Irish Red Ale,18.93,1.044,1.011,4.23,18.65,39.4,7.57,60,1.109,35.0,Specific Gravity,extract
65446,Loucura Amarga,Irish Cream Ale,35.0,1.045,1.0090000000000001,4.68,18.27,4.55,35.0,60,1.045,48.0,Specific Gravity,BIAB
65452,Darkness' Irish Stout,Irish Dry Stout,20.82,1.046,1.014,4.13,0.0,17.43,11.36,60,1.084,35.0,Specific Gravity,extract
65472,Session vienna lagger,Irish Lager,12.61,1.0490000000000002,1.012,4.92,34.83,5.62,17.03,60,1.036,84.0,Specific Gravity,All Grain
65483,Irish Stout,Irish Dry Stout,20.82,1.054,1.012,5.43,37.77,50.0,26.5,60,1.042,75.0,Specific Gravity,All Grain
65504,Irish Red Drapes,Irish Red Ale,34.07,1.105,1.026,10.36,33.49,14.9,37.85,60,1.095,80.0,Specific Gravity,All Grain
65518,Total Eclipse,Irish Dry Stout,18.93,1.05,1.0090000000000001,5.4,46.17,35.95,22.71,60,1.042,68.0,Specific Gravity,BIAB
65539,Irish Red 2,Irish Red Ale,20.82,1.048,1.013,4.65,50.33,19.29,22.71,60,1.0190000000000001,35.0,Specific Gravity,Partial Mash
65566,Irish Red Ale,Irish Red Ale,20.82,1.044,1.012,4.22,20.99,10.39,28.39,60,1.032,75.0,Specific Gravity,All Grain
65621,Cream Ale,Irish Cream Ale,60.0,1.057,1.011,5.96,18.96,3.3,80.0,90,1.042,85.0,Specific Gravity,All Grain
65633,Amber ale,Irish Lager,20.82,1.048,1.013,4.77,20.73,12.18,11.36,60,1.089,35.0,Specific Gravity,extract
65634,Belgian  custom ale pale,Irish Pale Ale,23.0,1.071,1.018,6.92,35.39,13.71,30.0,60,1.054,75.0,Specific Gravity,BIAB
65663,Overnight Cream Ale,Irish Cream Ale,39.75,1.044,1.0090000000000001,4.58,32.98,5.71,53.0,60,1.033,78.0,Specific Gravity,All Grain
65664,Irish red ale,Irish Red Ale,17.0,1.043,1.012,4.1,26.35,14.15,23.0,60,1.032,70.0,Specific Gravity,All Grain
65671,Cream ale,Irish Cream Ale,17.0,1.047,1.0090000000000001,5.01,29.03,3.6,28.5,75,1.028,60.0,Specific Gravity,All Grain
65676,Irish Red,Irish Red Ale,21.0,1.048,1.016,4.27,31.22,18.28,28.5,60,1.035,70.0,Specific Gravity,BIAB
65698,Day of The Dead,Irish Lager,20.82,1.058,1.014,5.78,23.8,12.85,28.39,90,1.042,70.0,Specific Gravity,All Grain
65715,Irish Stout II.,Irish Extra Stout,21.0,1.057,1.014,5.64,39.6,39.18,14.0,60,1.0859999999999999,35.0,Specific Gravity,extract
65733,Pom Cream,Irish Cream Ale,18.93,1.056,1.011,5.87,68.99,7.87,26.5,60,1.04,75.0,Specific Gravity,All Grain
65740,Vienna Lager - Colonel Raul,Irish Lager,22.71,1.051,1.013,4.98,21.56,12.79,28.39,75,1.041,75.0,Specific Gravity,BIAB
65741,Påskeøl 2018,Irish Cream Ale,60.0,1.056,1.013,5.69,16.86,2.4,67.0,90,1.05,90.0,Specific Gravity,All Grain
65796,Belgian Red IPA on Fruit,Irish Pale Ale,4.2,1.073,1.021,6.94,61.68,16.31,7.0,60,1.044,52.0,Specific Gravity,BIAB
65818,EKG Lager,Irish Lager,41.64,1.056,1.012,5.73,20.63,15.98,45.42,30,1.051,70.0,Specific Gravity,All Grain
65832,Wheat ale,Irish Pale Ale,3.79,1.054,1.014,5.32,25.94,16.42,7.57,60,1.0270000000000001,35.0,Specific Gravity,extract
65942,Dalgona memi,Irish Pale Ale,26.0,1.047,1.014,4.33,42.03,8.77,28.5,60,1.043,70.0,Specific Gravity,All Grain
65952,Rubia Base Pruebas,Irish Cream Ale,300.0,1.042,1.01,4.13,16.3,5.01,320.0,60,1.0390000000000001,80.0,Specific Gravity,All Grain
65966,Besotted Fletcher Irish Red Ale (QBI),Irish Red Ale,20.82,1.06,1.014,5.98,16.9,10.76,28.39,60,1.044,75.0,Specific Gravity,All Grain
65967,Cream Ale,Irish Cream Ale,25.0,1.05,1.0090000000000001,5.3,16.42,3.18,33.0,60,1.038,70.0,Specific Gravity,All Grain
65970,Red Ale,Irish Red Ale,20.82,1.045,1.011,4.45,0.0,13.91,28.39,60,1.033,70.0,Specific Gravity,All Grain
66027,Pannonhalmi Blond,Irish Pale Ale,2000.0,1.05,1.012,5.03,15.1,5.6,2300.0,60,1.044,82.0,Specific Gravity,All Grain
66029,Ottos red V1.2,Irish Red Ale,63.0,1.04,1.013,3.66,34.49,14.12,75.0,60,1.034,78.0,Specific Gravity,All Grain
66126,Cremosa,Irish Cream Ale,21.0,1.047,1.011,4.78,13.22,3.46,28.0,60,1.035,75.0,Specific Gravity,BIAB
66134,Freshybroy,Irish Cream Ale,33.0,1.044,1.011,4.36,16.72,4.54,35.0,60,1.042,35.0,Specific Gravity,extract
66145,Howling Bailiff Raspberry Cream Ale (HBR)...,Irish Cream Ale,20.82,1.058,1.012,5.95,15.74,3.64,28.39,60,1.042,75.0,Specific Gravity,All Grain
66153,Ír vörös,Irish Red Ale,21.0,1.045,1.012,4.34,24.36,12.38,28.5,60,1.033,60.0,Specific Gravity,All Grain
66167,Irish Red,Irish Red Ale,20.82,1.048,1.013,4.65,42.27,21.19,11.36,60,1.088,35.0,Specific Gravity,Partial Mash
66170,Irish red,Irish Red Ale,18.93,1.053,1.015,4.99,28.85,16.42,24.61,60,1.041,75.0,Specific Gravity,All Grain
66203,Irish Red,Irish Red Ale,18.93,1.05,1.012,5.0,19.91,15.14,26.5,60,1.036,65.0,Specific Gravity,All Grain
66264,Breakfast Chernobyl,Irish Cream Ale,41.64,1.0759999999999998,1.016,7.79,7.64,4.52,49.21,90,1.064,73.0,Specific Gravity,All Grain
66306,Rødstrupe,Irish Red Ale,22.0,1.0490000000000002,1.006,5.61,25.71,15.99,28.5,60,1.038,70.0,Specific Gravity,BIAB
66343,Ben Heimbach - Amber Ale (Irish Red),Irish Red Ale,20.82,1.046,1.012,4.42,27.28,9.36,28.39,60,1.034,75.0,Specific Gravity,extract
66353,NZ Cream Ale,Irish Cream Ale,21.0,1.043,1.008,4.57,13.88,6.59,28.5,60,1.032,65.0,Specific Gravity,All Grain
66383,Awesome Recipe,Irish Cream Ale,45.0,1.054,1.013,5.31,10.6,4.78,65.0,60,1.037,70.0,Specific Gravity,All Grain
66387,Simple cream ale,Irish Cream Ale,18.93,1.041,1.01,4.14,30.01,5.9,28.39,60,1.028,70.0,Specific Gravity,All Grain
66396,Irish Red Ale,Irish Red Ale,20.82,1.04,1.0090000000000001,4.09,28.94,10.65,9.46,60,1.089,35.0,Specific Gravity,extract
66412,Barley Phillip Irish Red,Irish Red Ale,24.61,1.046,1.01,4.8,26.92,14.22,32.18,60,1.035,70.0,Specific Gravity,All Grain
66417,Red Bass Ale,Irish Red Ale,18.93,1.052,1.014,4.96,21.22,10.26,11.36,60,1.0859999999999999,85.0,Specific Gravity,extract
66427,Hops and dreams,Irish Pale Ale,20.0,1.071,1.012,8.17,24.54,4.39,24.5,90,1.058,75.0,Specific Gravity,All Grain
66433,Red Christmas,Irish Red Ale,15.14,1.053,1.013,5.34,28.85,18.73,24.61,60,1.033,75.0,Specific Gravity,BIAB
66437,Red Hop Irish ale,Irish Red Ale,20.82,1.061,1.011,6.56,46.58,16.89,26.5,60,1.048,75.0,Specific Gravity,All Grain
66574,Dry Stout,Irish Dry Stout,20.82,1.045,1.01,4.5,39.21,36.41,28.39,60,1.033,60.0,Specific Gravity,BIAB
66590,Ethen Cream Ale(GF),Irish Cream Ale,14.3,1.048,1.012,4.76,17.25,3.88,18.81,60,1.036,70.0,Specific Gravity,All Grain
66609,Redemption?,Irish Red Ale,20.0,1.064,1.011,7.05,32.65,16.14,25.0,60,1.052,70.0,Specific Gravity,BIAB
66662,Competition Irish Stout,Irish Dry Stout,18.93,1.045,1.012,4.33,16.05,29.4,22.71,60,1.038,70.0,Specific Gravity,All Grain
66676,Red Beard Irish Red,Irish Red Ale,18.93,1.0490000000000002,1.014,4.63,40.16,11.83,26.5,60,1.035,80.0,Specific Gravity,All Grain
66718,Kentucky common Test 1,Irish Cream Ale,37.85,1.054,1.011,5.68,18.77,6.0,45.42,60,1.045,75.0,Specific Gravity,All Grain
66740,Ethen Cream Ale(pico),Irish Cream Ale,14.3,1.045,1.011,4.44,17.63,4.73,18.81,60,1.034,49.0,Specific Gravity,All Grain
66748,Speckled Cow Cream Ale (Spotted Cow Clone)...,Irish Cream Ale,21.2,1.051,1.013,5.04,12.04,4.78,30.28,60,1.036,60.0,Specific Gravity,All Grain
66782,Flick that bean,Irish Cream Ale,15.14,1.0659999999999998,1.021,5.82,22.81,4.73,18.93,60,1.052,35.0,Specific Gravity,extract
66815,Hoppy Belgian Red,Irish Pale Ale,37.85,1.067,1.011,7.32,38.36,16.39,45.42,60,1.056,85.0,Specific Gravity,All Grain
66824,Blond Ale,Irish Pale Ale,40.0,1.061,1.015,6.04,0.0,6.17,11.4,60,1.215,35.0,Specific Gravity,extract
66867,Ethen OatCreamAle(pico),Irish Cream Ale,14.5,1.0490000000000002,1.0090000000000001,5.26,15.63,5.9,19.0,60,1.038,50.0,Specific Gravity,All Grain
66887,Vienna Lager,Irish Lager,25.0,1.053,1.008,5.89,36.04,5.91,29.0,90,1.045,75.0,Specific Gravity,All Grain
66935,Irish Red Ale,Irish Red Ale,28.39,1.043,1.012,4.14,23.41,13.7,35.96,60,1.034,80.0,Specific Gravity,All Grain
66980,Irish Red Ale,Irish Red Ale,18.93,1.065,1.02,5.95,44.79,13.73,28.39,60,1.043,75.0,Specific Gravity,All Grain
66997,Luck of the Irish Stout,Irish Dry Stout,20.82,1.0959999999999999,1.025,9.39,39.42,42.03,11.36,60,1.177,35.0,Specific Gravity,extract
67025,Ethen OatCreamAle(GF),Irish Cream Ale,18.0,1.0490000000000002,1.01,5.13,16.28,4.82,22.0,60,1.04,70.0,Specific Gravity,All Grain
67082,Vienna Rose,Irish Lager,23.0,1.052,1.011,5.5,34.83,14.27,35.0,90,1.034,73.0,Specific Gravity,BIAB
67087,Irish Extra 110L,Irish Extra Stout,90.0,1.06,1.013,6.11,37.27,41.55,116.0,60,1.046,70.0,Specific Gravity,All Grain
67176,Golden sour,Irish Pale Ale,64.35,1.0490000000000002,1.0070000000000001,5.5,4.75,5.97,71.92,90,1.044,70.0,Specific Gravity,All Grain
67191,Roja con frutitos,Irish Red Ale,40.0,1.045,1.01,4.54,26.73,9.62,44.0,60,1.041,70.0,Specific Gravity,All Grain
67209,Abbey,Irish Pale Ale,40.0,1.078,1.0170000000000001,7.97,0.0,22.07,45.0,60,1.069,75.0,Specific Gravity,All Grain
67250,Mi Belgian Ultima,Irish Pale Ale,18.93,1.051,1.013,4.96,28.05,11.37,22.71,60,1.043,75.0,Specific Gravity,All Grain
67281,Birarzu Yellow Submarine,Irish Pale Ale,25.0,1.054,1.016,4.91,30.69,4.17,30.0,60,1.045,75.0,Specific Gravity,All Grain
67323,Summer Ale Miatello,Irish Cream Ale,80.0,1.047,1.008,5.13,19.53,3.66,95.0,60,1.0390000000000001,65.0,Specific Gravity,All Grain
67352,Irish Stout,Irish Dry Stout,12.0,1.043,1.01,4.39,35.23,35.61,17.0,60,1.031,60.0,Specific Gravity,All Grain
67363,Randy's Irish Extra Stout,Irish Extra Stout,45.42,1.0590000000000002,1.014,5.93,46.72,37.26,53.0,60,1.05,75.0,Specific Gravity,All Grain
67393,Saturday,Irish Cream Ale,23.0,1.048,1.008,5.23,20.47,3.86,25.5,80,1.043,72.0,Specific Gravity,All Grain
67401,Irish Red,Irish Red Ale,15.0,1.046,1.011,4.51,27.14,16.14,20.0,60,1.034,70.0,Specific Gravity,BIAB
67407,Cream of Canuck Ale,Irish Cream Ale,22.71,1.053,1.012,5.32,24.36,4.21,13.25,90,1.091,77.0,Specific Gravity,All Grain
67424,Irish Red Ale - Brighid's,Irish Red Ale,24.61,1.058,1.013,6.01,34.07,13.49,34.07,60,1.042,70.0,Specific Gravity,All Grain
67433,Let Stout 2018,Irish Dry Stout,19.0,1.05,1.012,4.93,37.27,24.68,13.0,60,1.073,35.0,Specific Gravity,extract
67445,Ven?ac DRY STOUT,Irish Dry Stout,25.0,1.046,1.01,4.64,32.03,50.0,35.0,90,1.033,65.0,Specific Gravity,All Grain
67541,Barefoot Belgian Rye Pale - DIY Brewhouse...,Irish Pale Ale,20.82,1.053,1.011,5.44,33.64,7.97,25.55,60,1.043,70.0,Specific Gravity,All Grain
67553,Awesome Recipe,Irish Cream Ale,17.79,1.069,1.008,7.96,24.72,3.04,11.36,60,1.1079999999999999,35.0,Specific Gravity,extract
67590,Gitin' Rad at 40,Irish Cream Ale,20.82,1.048,1.011,4.83,25.99,3.02,26.5,60,1.038,72.0,Specific Gravity,All Grain
67611,Irish Gas Ale n°1,Irish Red Ale,21.0,1.056,1.01,6.06,27.06,13.33,28.5,60,1.041,65.0,Specific Gravity,BIAB
67625,Irish Whiskey Stout,Irish Dry Stout,5.0,1.0590000000000002,1.015,5.76,51.7,43.43,9.1,60,1.032,60.0,Specific Gravity,All Grain
67635,Reddish,Irish Red Ale,23.0,1.047,1.013,4.44,24.1,11.93,8.0,70,1.136,70.0,Specific Gravity,Partial Mash
67641,Adam's Big Red Ale,Irish Red Ale,40.0,1.05,1.014,4.74,26.38,14.83,47.0,60,1.043,65.0,Specific Gravity,All Grain
67665,Tigercub Sarsaparilla Belgian Pale,Irish Pale Ale,1950.0,1.054,1.014,5.36,22.39,6.54,2000.0,60,1.053,80.0,Specific Gravity,All Grain
67675,Farmhouse,Irish Pale Ale,20.82,1.05,1.01,5.17,62.33,7.59,28.39,60,1.036,65.0,Specific Gravity,All Grain
67701,Goose Island Sweet Porter Extract Kit,Irish Dry Stout,18.93,1.082,1.0270000000000001,7.24,23.97,40.03,24.61,70,1.057,35.0,Specific Gravity,extract
67736,Cash Rules Everything Around Me CREAM Ale...,Irish Cream Ale,20.82,1.05,1.01,5.25,16.79,3.31,32.18,90,1.033,65.0,Specific Gravity,All Grain
67777,Cream Ale - 22 Gallons,Irish Cream Ale,83.28,1.052,1.01,5.51,17.17,4.14,88.96,60,1.048,75.0,Specific Gravity,All Grain
67803,Better Belgian Pale Ale,Irish Pale Ale,20.82,1.043,1.011,4.17,20.2,8.26,28.39,60,1.031,75.0,Specific Gravity,All Grain
67813,Jamie's & Rob's Irish Stout,Irish Dry Stout,37.85,1.052,1.013,5.09,57.71,38.52,49.21,60,1.04,72.0,Specific Gravity,All Grain
67814,Dry Irish Stout Kit 2018,Irish Dry Stout,18.93,1.044,1.011,4.36,47.63,28.04,24.61,70,1.034,35.0,Specific Gravity,extract
67825,Red,Irish Red Ale,18.93,1.062,1.011,6.64,52.51,15.86,28.39,60,1.041,62.0,Specific Gravity,All Grain
67871,American Red Ale,Irish Red Ale,24.61,1.034,1.0070000000000001,3.52,33.4,10.29,11.36,60,1.0590000000000002,75.0,Specific Gravity,Partial Mash
67885,Vienna Ale Trickery,Irish Lager,20.82,1.055,1.016,5.11,21.27,13.03,24.61,60,1.047,80.0,Specific Gravity,All Grain
67896,Pale Ale,Irish Pale Ale,35.0,1.05,1.0090000000000001,5.38,22.81,11.05,40.0,60,1.044,70.0,Specific Gravity,BIAB
67916,M'oiselle,Irish Pale Ale,20.0,1.052,1.015,4.98,25.36,16.62,25.0,60,1.038,80.0,Specific Gravity,All Grain
67921,Tommys Vienna lager,Irish Lager,23.0,1.055,1.013,5.51,23.31,9.49,30.0,60,1.042,74.0,Specific Gravity,All Grain
67922,Irish Red 3,Irish Red Ale,20.82,1.046,1.01,4.73,23.52,13.94,26.5,60,1.036,70.0,Specific Gravity,BIAB
67934,Traveling Irish Red X1,Irish Red Ale,20.82,1.053,1.013,5.29,21.37,14.57,22.71,45,1.048,65.0,Specific Gravity,Partial Mash
67938,Nidarhall Wahnsinnig,Irish Lager,22.5,1.051,1.013,4.97,22.1,8.64,28.0,90,1.041,75.0,Specific Gravity,All Grain
67964,Midtbrygg Påske 2018 - Cream Ale,Irish Cream Ale,25.0,1.0490000000000002,1.008,5.35,19.15,2.98,30.0,60,1.04,78.0,Specific Gravity,All Grain
67979,Wien Lager,Irish Lager,20.82,1.053,1.0090000000000001,5.81,36.2,11.48,28.39,60,1.0390000000000001,69.0,Specific Gravity,All Grain
68017,Bube's Irish Red Ale,Irish Red Ale,340.69,1.054,1.014,5.35,24.58,11.62,416.4,60,1.044,70.0,Specific Gravity,All Grain
68060,Vienna Lager II,Irish Lager,20.82,1.054,1.012,5.5,27.28,13.47,32.18,90,1.035,60.0,Specific Gravity,All Grain
68086,Imperial Pumpkin Ale,Irish Cream Ale,9.46,1.088,1.016,9.38,32.14,13.34,15.14,60,1.055,65.0,Specific Gravity,BIAB
68090,Belgian pale ale,Irish Pale Ale,25.0,1.054,1.015,5.08,34.17,3.47,28.5,90,1.047,75.0,Specific Gravity,All Grain
68104,Patersbier,Irish Pale Ale,23.0,1.04,1.006,4.47,13.59,2.88,27.0,60,1.034,65.0,Specific Gravity,BIAB
68128,Red Ale,Irish Red Ale,18.93,1.048,1.014,4.52,26.45,13.14,18.93,60,1.048,45.0,Specific Gravity,Partial Mash
68204,Red Flanders,Irish Red Ale,20.0,1.045,1.008,4.81,38.42,9.27,24.0,60,1.037,65.0,Specific Gravity,All Grain
68245,Golden Wolf,Irish Pale Ale,20.82,1.063,1.012,6.66,17.76,11.96,27.25,60,1.0390000000000001,75.0,Specific Gravity,All Grain
68299,Gluten Free Dry Irish Stout,Irish Dry Stout,20.82,1.04,1.006,4.42,40.12,37.18,15.14,60,1.055,35.0,Specific Gravity,Partial Mash
68304,IRA di dio,Irish Red Ale,40.0,1.0490000000000002,1.01,5.06,22.11,11.92,46.0,60,1.042,69.0,Specific Gravity,All Grain
68327,#104 Vienna Lager,Irish Lager,28.0,1.0490000000000002,1.012,4.76,21.55,8.06,30.0,60,1.045,80.0,Specific Gravity,All Grain
68339,Either Oar,Irish Pale Ale,18.93,1.052,1.012,5.2,32.52,5.33,22.71,90,1.043,77.0,Specific Gravity,All Grain
68380,La mia tua,Irish Cream Ale,23.01,1.05,1.013,4.9,0.0,4.04,28.5,60,1.041,68.0,Specific Gravity,All Grain
68442,Greystone Grisette,Irish Pale Ale,18.93,1.04,1.008,4.18,17.04,3.29,22.26,60,1.034,72.9,Specific Gravity,All Grain
68451,Belgian Pale,Irish Pale Ale,22.71,1.044,1.01,4.46,22.6,7.97,28.39,45,1.035,71.0,Specific Gravity,All Grain
