BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod
35547,Peppy Pep Pils,Irish Cream Ale,18.93,1.065,1.01,7.25,35.68,4.07,24.61,60,1.05,75.0,Specific Gravity,All Grain
35568,Cream Ale 2018,Irish Cream Ale,170.34,1.05,1.0090000000000001,5.45,13.94,3.98,181.7,60,1.047,81.0,Specific Gravity,All Grain
35644,Irish Red X,Irish Red Ale,20.82,1.048,1.012,4.76,27.25,17.92,28.39,90,1.035,55.0,Specific Gravity,All Grain
35687,Bruin Dry Stout,Irish Dry Stout,20.82,1.062,1.015,6.16,34.94,25.61,28.39,60,1.046,75.0,Specific Gravity,All Grain
35717,Creamale Saaz,Irish Cream Ale,25.0,1.048,1.0090000000000001,5.14,16.61,3.47,25.0,80,1.048,70.0,Specific Gravity,All Grain
35743,Cream Ale,Irish Cream Ale,20.82,1.05,1.0090000000000001,5.39,23.26,2.5,28.39,90,1.037,80.0,Specific Gravity,BIAB
35761,El Oso Maricon,Irish Lager,20.82,1.048,1.008,5.3,28.36,15.21,24.61,60,1.041,70.0,Specific Gravity,All Grain
35769,Antrim Irish Style Red,Irish Red Ale,18.93,1.053,1.014,5.08,18.81,12.82,28.39,60,1.035,65.0,Specific Gravity,All Grain
35775,Blarney Stout,Irish Dry Stout,177.91,1.054,1.013,5.37,26.88,39.05,189.27,60,1.05,69.0,Specific Gravity,All Grain
35780,Vienna,Irish Lager,19.87,1.047,1.0070000000000001,5.24,23.95,13.14,22.71,60,1.041,72.0,Specific Gravity,All Grain
35787,Turdus Guinness,Irish Extra Stout,22.5,1.0590000000000002,1.015,5.85,36.92,35.99,30.6,60,1.044,70.0,Specific Gravity,All Grain
35797,Belgian Pale Ale,Irish Pale Ale,20.82,1.04,1.01,4.04,89.69,9.29,27.44,60,1.031,55.0,Specific Gravity,BIAB
35842,Hazelnut Cream Ale,Irish Cream Ale,20.82,1.062,1.0190000000000001,5.62,24.77,7.0,26.5,60,1.045,70.0,Specific Gravity,All Grain
35856,Irish Ale,Irish Red Ale,20.82,1.067,1.018,6.45,30.6,13.75,28.39,60,1.0490000000000002,70.0,Specific Gravity,All Grain
35862,Blind melon,Irish Lager,25.0,1.052,1.012,5.21,31.11,11.17,34.3,90,1.038,70.0,Specific Gravity,BIAB
35874,Belgian Pale Mower Ale 01,Irish Pale Ale,10.0,1.0490000000000002,1.013,4.78,27.84,11.0,12.0,60,1.041,80.0,Specific Gravity,BIAB
35910,Cream ale,Irish Cream Ale,20.82,1.056,1.014,5.47,17.06,4.0,26.5,60,1.044,35.0,Specific Gravity,extract
35923,O'Mally's red  ale,Irish Red Ale,3.79,1.044,1.013,4.05,23.08,11.87,11.36,60,1.015,70.0,Specific Gravity,All Grain
35927,Brix Irish Red #2-No Carafoam,Irish Red Ale,416.4,1.051,1.013,4.98,23.5,16.25,435.32,90,1.048,75.0,Specific Gravity,All Grain
35935,Husker Red Ale,Irish Red Ale,18.93,1.053,1.015,4.93,24.24,17.33,24.61,90,1.04,70.0,Specific Gravity,BIAB
35938,Brew #032 - eisen belgian pale,Irish Pale Ale,33.0,1.0490000000000002,1.012,4.81,21.87,6.25,35.0,60,1.046,70.0,Specific Gravity,All Grain
35962,Nunswell IPA,Irish Pale Ale,210.0,1.06,1.013,6.04,51.39,6.06,235.0,75,1.053,75.0,Specific Gravity,All Grain
35997,All Saint's Irish Red,Irish Red Ale,20.5,1.054,1.013,5.39,25.1,16.62,20.0,60,1.055,65.0,Specific Gravity,All Grain
36054,Cream ale III,Irish Cream Ale,20.82,1.051,1.015,4.76,17.06,3.35,24.61,60,1.043,70.0,Specific Gravity,BIAB
36056,Belgian IPA,Irish Pale Ale,41.64,1.058,1.0170000000000001,5.33,66.53,3.74,47.32,60,1.051,69.0,Specific Gravity,All Grain
36059,Red Cheeks #16,Irish Red Ale,22.0,1.0590000000000002,1.014,5.92,23.34,8.54,28.5,60,1.046,55.0,Specific Gravity,All Grain
36081,Special light,Irish Cream Ale,18.93,1.045,1.0090000000000001,4.73,16.1,3.29,24.61,60,1.034,70.0,Specific Gravity,All Grain
36088,Nurburgring BePA,Irish Pale Ale,7.5,1.05,1.012,5.14,21.79,8.24,6.4,60,1.0590000000000002,60.0,Specific Gravity,BIAB
36102,Antwerp,Irish Pale Ale,20.82,1.052,1.011,5.38,25.61,8.88,26.5,90,1.041,60.0,Specific Gravity,All Grain
36106,Honey Lavender Belgian Pale Ale,Irish Pale Ale,20.82,1.05,1.011,5.19,30.79,10.69,15.14,60,1.069,50.0,Specific Gravity,Partial Mash
36153,Palhinhas Still&Brew Red Elf Irish Red Ale...,Irish Red Ale,25.0,1.026,1.006,2.52,31.19,16.64,33.0,60,1.0190000000000001,35.0,Specific Gravity,All Grain
36188,Adze,Irish Pale Ale,24.61,1.053,1.014,5.21,27.81,6.54,28.39,60,1.046,70.0,Specific Gravity,All Grain
36218,Vienna Lager,Irish Lager,20.82,1.054,1.014,5.17,28.49,10.57,24.61,90,1.045,73.0,Specific Gravity,BIAB
36220,Grape nelson,Irish Pale Ale,11.36,1.057,1.011,6.12,0.0,11.06,17.03,60,1.038,75.0,Specific Gravity,All Grain
36233,Leanna Dearg,Irish Red Ale,18.93,1.1079999999999999,1.028,10.46,42.16,25.56,24.61,60,1.083,35.0,Specific Gravity,extract
36254,Robs Red,Irish Red Ale,12.0,1.046,1.011,4.56,21.91,10.99,16.0,60,1.034,60.0,Specific Gravity,All Grain
36260,Blue Moon,Irish Pale Ale,18.93,1.058,1.011,6.25,17.93,7.53,24.61,90,1.045,70.0,Specific Gravity,All Grain
36279,Irish Red,Irish Red Ale,22.71,1.052,1.01,5.53,23.07,14.76,26.5,60,1.045,59.0,Specific Gravity,All Grain
36291,Irish Red Ale,Irish Red Ale,20.82,1.044,1.012,4.24,21.74,30.02,28.39,90,1.032,60.0,Specific Gravity,All Grain
36294,Irish Red Ale,Irish Red Ale,41.64,1.053,1.016,4.81,31.48,14.77,49.21,75,1.045,85.0,Specific Gravity,All Grain
36313,SofaKing Creamy v2,Irish Cream Ale,41.64,1.055,1.015,5.18,37.54,8.39,47.32,60,1.048,70.0,Specific Gravity,All Grain
36355,Belgian Abbey Beer,Irish Pale Ale,23.0,1.052,1.011,5.46,18.75,8.94,27.5,60,1.044,75.0,Specific Gravity,All Grain
36398,Irish Red Ale,Irish Red Ale,11.36,1.052,1.013,5.03,28.61,14.31,17.03,60,1.034,70.0,Specific Gravity,All Grain
36399,Red partial mash,Irish Red Ale,18.93,1.0590000000000002,1.015,5.78,28.52,15.46,11.36,60,1.0979999999999999,85.0,Specific Gravity,Partial Mash
36407,Hank the Angry,Irish Red Ale,39.75,1.056,1.014,5.55,24.73,13.08,47.32,75,1.047,70.0,Specific Gravity,All Grain
36432,The Chaser,Irish Cream Ale,18.93,1.051,1.015,4.79,25.87,3.23,24.61,60,1.0390000000000001,70.0,Specific Gravity,All Grain
36475,Spite Row Dry Stout,Irish Extra Stout,21.0,1.057,1.016,5.35,44.9,34.65,28.5,60,1.0390000000000001,80.0,Specific Gravity,BIAB
36530,IPA,Irish Red Ale,15.0,1.042,1.0090000000000001,4.24,42.39,10.77,22.5,60,1.028,66.0,Specific Gravity,BIAB
36547,VSOP 3,Irish Pale Ale,30.28,1.0490000000000002,1.012,4.86,26.47,8.06,34.45,60,1.043,65.0,Specific Gravity,All Grain
36550,Bertolas Cream Ale,Irish Cream Ale,20.82,1.053,1.013,5.32,14.09,6.24,28.39,60,1.0390000000000001,50.0,Specific Gravity,BIAB
36568,Plebeian Stout,Irish Extra Stout,18.93,1.058,1.013,5.83,46.94,39.06,24.61,90,1.044,70.0,Specific Gravity,All Grain
36610,Easy Cream Ale,Irish Cream Ale,13.25,1.053,1.012,5.48,22.42,3.66,18.93,60,1.037,65.0,Specific Gravity,BIAB
36623,La Brabanconne,Irish Pale Ale,20.82,1.057,1.014,5.68,26.83,13.48,24.61,60,1.0490000000000002,75.0,Specific Gravity,All Grain
36676,Felyn Irish Red,Irish Red Ale,20.82,1.053,1.014,5.1,12.84,17.27,29.53,60,1.038,35.0,Specific Gravity,extract
36681,Viena lager,Irish Lager,21.0,1.047,1.0070000000000001,5.23,24.74,8.07,23.0,60,1.043,78.0,Specific Gravity,All Grain
36700,Maple Belgian Ale,Irish Pale Ale,11.36,1.05,1.011,5.0,65.57,9.41,15.14,60,1.037,35.0,Specific Gravity,BIAB
36713,Kirkwood Cream Ale,Irish Cream Ale,20.82,1.058,1.016,5.51,52.22,4.61,28.39,60,1.043,75.0,Specific Gravity,All Grain
36721,Vienna 2.0,Irish Lager,23.0,1.052,1.011,5.37,27.75,7.03,32.0,60,1.038,70.0,Specific Gravity,All Grain
36776,Vestkyst lager,Irish Lager,60.0,1.054,1.013,5.27,45.32,4.6,60.0,90,1.05,70.0,Specific Gravity,All Grain
36790,JZ - Ruabeoir,Irish Red Ale,23.0,1.047,1.013,4.5,26.62,17.41,33.0,60,1.033,70.0,Specific Gravity,BIAB
36817,Fruit the Beer 15,Irish Cream Ale,20.82,1.044,1.011,4.45,16.37,2.79,28.39,60,1.033,75.0,Specific Gravity,BIAB
36841,Belge abricot,Irish Pale Ale,54.89,1.048,1.0090000000000001,5.16,26.27,8.45,64.35,90,1.041,70.0,Specific Gravity,All Grain
36842,Kolt 45 Cream Ale,Irish Cream Ale,20.82,1.052,1.01,5.55,22.84,3.08,15.14,60,1.072,75.0,Specific Gravity,BIAB
36847,Irish Dry Stout,Irish Dry Stout,70.0,1.041,1.011,4.0,36.19,38.14,70.0,60,1.041,70.0,Specific Gravity,All Grain
36872,Irish Red Ale,Irish Red Ale,20.82,1.054,1.014,5.27,30.54,14.52,29.34,60,1.0390000000000001,80.0,Specific Gravity,All Grain
36898,In the Crease Ale- All Grain,Irish Cream Ale,20.82,1.05,1.012,4.89,19.28,4.53,28.39,60,1.036,65.0,Specific Gravity,All Grain
36901,Bollas Austmann Tre gamle damer,Irish Pale Ale,52.0,1.056,1.014,5.47,0.0,5.05,60.0,60,1.048,75.0,Specific Gravity,Partial Mash
36903,Lc8 liberty/chinook cream ale,Irish Cream Ale,21.96,1.05,1.011,5.07,12.19,2.58,28.39,90,1.0390000000000001,75.0,Specific Gravity,All Grain
36904,Off the Leash,Irish Red Ale,1760.22,1.054,1.014,5.14,20.63,15.73,1818.89,60,1.052,75.0,Specific Gravity,All Grain
37001,Dark Leftovers,Irish Dry Stout,5.0,1.053,1.0070000000000001,5.97,0.0,50.0,3.5,60,1.0759999999999998,35.0,Specific Gravity,All Grain
37011,Stout O'Frga,Irish Dry Stout,23.0,1.046,1.013,4.44,34.23,40.48,29.0,60,1.037,70.0,Specific Gravity,All Grain
37122,My Yellow Country Teeth,Irish Pale Ale,20.82,1.052,1.01,5.54,48.78,3.02,28.39,60,1.038,75.0,Specific Gravity,BIAB
37157,Red Ale,Irish Red Ale,18.93,1.045,1.01,4.55,23.89,13.2,13.25,60,1.064,35.0,Specific Gravity,extract
37213,Vienna Lager 2016 1.0,Irish Lager,20.82,1.047,1.012,4.61,22.18,10.87,23.47,60,1.042,60.0,Specific Gravity,All Grain
37249,Bear Claw,Irish Lager,18.93,1.056,1.0090000000000001,6.19,36.63,21.34,28.39,60,1.037,70.0,Specific Gravity,All Grain
37261,Vienna Lager - COLLEY,Irish Lager,25.0,1.05,1.008,5.57,20.22,5.19,40.0,60,1.032,75.0,Specific Gravity,All Grain
37286,Summer Solstice,Irish Cream Ale,37.85,1.054,1.013,5.28,4.81,11.94,45.42,60,1.045,70.0,Specific Gravity,All Grain
37302,Irish red,Irish Red Ale,18.93,1.048,1.011,4.84,24.23,13.72,26.5,60,1.034,70.0,Specific Gravity,All Grain
37303,San Blas Coco Ale,Irish Pale Ale,20.82,1.05,1.0090000000000001,5.3,7.99,4.47,11.36,90,1.091,35.0,Specific Gravity,extract
37304,Tiny red bottom ale,Irish Red Ale,20.82,1.046,1.012,4.56,24.19,12.84,11.36,60,1.085,35.0,Specific Gravity,Partial Mash
37326,Irish Red,Irish Red Ale,20.82,1.057,1.01,6.11,29.24,19.82,26.5,60,1.044,70.0,Specific Gravity,BIAB
37379,Tvc red ale 2 0,Irish Red Ale,25.0,1.052,1.01,5.51,36.87,11.09,28.5,60,1.046,70.0,Specific Gravity,All Grain
37404,Arklow Amber Ale,Irish Red Ale,23.0,1.052,1.012,5.27,23.58,18.0,28.5,60,1.042,80.0,Specific Gravity,All Grain
37413,Cream Ale 2016 NHC,Irish Cream Ale,17.98,1.063,1.015,6.36,29.16,6.28,28.39,60,1.04,80.0,Specific Gravity,All Grain
37426,Flatlander Crystal Light,Irish Cream Ale,18.93,1.042,1.011,4.11,14.54,2.69,24.61,60,1.033,70.0,Specific Gravity,All Grain
37434,Riverbank Red,Irish Red Ale,20.82,1.054,1.013,5.36,24.87,14.61,24.61,60,1.046,75.0,Specific Gravity,All Grain
37441,Belgian pale ale,Irish Pale Ale,55.0,1.041,1.008,4.36,20.44,4.68,58.0,60,1.0390000000000001,75.0,Specific Gravity,All Grain
37547,Hoppy Farmhouse #1,Irish Pale Ale,20.82,1.052,1.011,5.41,36.58,5.18,26.5,60,1.041,70.0,Specific Gravity,All Grain
37556,Ten Steeps Dry Irish (parti-gyle),Irish Dry Stout,20.82,1.036,1.0090000000000001,3.55,26.03,46.17,28.39,75,1.0270000000000001,25.0,Specific Gravity,All Grain
37581,Belgian Pale Ale,Irish Pale Ale,7.57,1.052,1.012,5.25,28.23,13.09,15.14,90,1.026,70.0,Specific Gravity,BIAB
37609,ClusterFork,Irish Cream Ale,18.93,1.034,1.008,3.4,8.62,2.4,11.36,60,1.056,35.0,Specific Gravity,extract
37644,Aha Irish red,Irish Red Ale,20.82,1.046,1.013,4.31,33.75,14.39,11.36,60,1.084,35.0,Specific Gravity,extract
37662,Simple Saison,Irish Pale Ale,28.39,1.0590000000000002,1.002,7.47,16.23,4.38,30.28,60,1.055,60.0,Specific Gravity,All Grain
37715,Awesome Recipe,Irish Red Ale,30.0,1.053,1.014,5.03,25.13,10.83,36.0,60,1.044,80.0,Specific Gravity,All Grain
37751,T-B Red ale,Irish Red Ale,21.0,1.047,1.01,4.85,37.72,12.4,26.0,90,1.038,78.0,Specific Gravity,BIAB
37794,1710 Irish Red Ale,Irish Red Ale,11.36,1.051,1.013,4.95,22.05,18.16,17.03,60,1.034,70.0,Specific Gravity,All Grain
37798,Sam Clone,Irish Pale Ale,20.82,1.051,1.012,5.13,24.48,8.54,28.39,60,1.037,74.0,Specific Gravity,All Grain
37816,Jala-Cream-Yo Ale MK2,Irish Cream Ale,13.25,1.055,1.014,5.42,15.66,3.55,18.93,60,1.038,70.0,Specific Gravity,BIAB
37841,Shades of Red,Irish Red Ale,20.82,1.051,1.014,4.83,27.51,11.78,24.61,90,1.043,75.0,Specific Gravity,All Grain
37844,Regular Coffee,Irish Cream Ale,9.46,1.111,1.02,11.94,33.61,8.19,13.25,60,1.079,75.0,Specific Gravity,BIAB
37845,Spotted Cow Clone,Irish Cream Ale,22.71,1.048,1.013,4.58,34.32,5.07,31.23,60,1.035,73.0,Specific Gravity,All Grain
37899,BROOKLYN LAGER CLONE,Irish Lager,19.5,1.05,1.012,4.89,34.44,11.94,26.5,75,1.037,70.0,Specific Gravity,BIAB
37903,Moin Bräu - Jakobsdrönung,Irish Pale Ale,24.0,1.047,1.01,4.8,24.02,5.17,24.0,65,1.047,35.0,Specific Gravity,extract
37919,Irish Ale,Irish Red Ale,45.42,1.0490000000000002,1.0090000000000001,5.22,27.95,13.86,56.78,60,1.0390000000000001,80.0,Specific Gravity,All Grain
37956,Guinness Clone,Irish Dry Stout,19.0,1.042,1.012,3.95,33.31,40.96,11.0,60,1.073,70.0,Specific Gravity,All Grain
37991,Raging Red Ale,Irish Red Ale,41.64,1.041,1.0090000000000001,4.15,47.43,14.46,56.78,90,1.03,50.0,Specific Gravity,All Grain
38001,Paulin Par-Tay,Irish Pale Ale,18.93,1.092,1.022,9.06,86.25,16.5,28.39,60,1.061,70.0,Specific Gravity,All Grain
38051,Ennis Red Ale,Irish Red Ale,32.18,1.046,1.011,4.52,26.07,12.65,37.85,60,1.0390000000000001,70.0,Specific Gravity,All Grain
38056,Vienna Lager,Irish Lager,20.82,1.005,1.001,0.48,0.0,1.2,28.39,60,1.004,72.0,Specific Gravity,BIAB
38057,Noche Buena - Negra Modelo,Irish Lager,22.71,1.06,1.016,5.79,27.85,11.8,30.28,90,1.045,70.0,Specific Gravity,All Grain
38101,Lagering Up,Irish Lager,20.82,1.055,1.0090000000000001,6.11,24.12,4.33,28.39,60,1.041,70.0,Specific Gravity,BIAB
38117,Copperhead Red Ale,Irish Red Ale,20.82,1.054,1.014,5.35,24.55,10.95,28.39,60,1.04,75.0,Specific Gravity,BIAB
38149,Belgian Blonde,Irish Pale Ale,50.0,1.052,1.012,5.22,24.03,4.11,58.0,90,1.045,75.0,Specific Gravity,All Grain
38200,Golden Elixir,Irish Pale Ale,20.82,1.065,1.015,6.6,21.48,3.81,11.36,60,1.12,35.0,Specific Gravity,extract
38203,Crossed Cannon Cream Ale V3,Irish Cream Ale,4.16,1.0490000000000002,1.008,5.39,16.9,2.92,8.52,90,1.024,75.0,Specific Gravity,BIAB
38209,One beer fifty states,Irish Dry Stout,136.27,1.069,1.0170000000000001,6.79,64.12,30.95,136.27,60,1.069,80.0,Specific Gravity,extract
38231,Red Ale,Irish Red Ale,21.96,1.077,1.021,7.31,58.16,15.17,29.34,60,1.058,70.0,Specific Gravity,All Grain
38244,Fuck your latte V1.1,Irish Red Ale,20.82,1.058,1.011,6.13,15.88,19.19,26.88,60,1.045,75.0,Specific Gravity,BIAB
38278,Irish Red,Irish Red Ale,20.82,1.0490000000000002,1.014,4.54,35.57,10.42,28.39,60,1.036,60.0,Specific Gravity,All Grain
38325,Team Czech,Irish Red Ale,18.93,1.061,1.018,5.67,40.04,19.64,9.46,60,1.122,0.0,Specific Gravity,extract
38328,Irish Red,Irish Red Ale,13.25,1.053,1.013,5.34,21.53,19.51,17.03,60,1.042,80.0,Specific Gravity,BIAB
38344,Hoppy AIH Irish Hills Red,Irish Red Ale,19.31,1.053,1.013,5.21,32.71,15.14,17.03,60,1.06,35.0,Specific Gravity,extract
38352,Vienna Gold,Irish Lager,20.0,1.05,1.008,5.53,25.29,10.81,25.0,60,1.04,70.0,Specific Gravity,All Grain
38353,Vienna,Irish Lager,40.0,1.0490000000000002,1.0070000000000001,5.5,23.43,11.82,45.0,60,1.044,80.0,Specific Gravity,All Grain
38400,Pilsner Urqu-ALE,Irish Cream Ale,20.82,1.054,1.01,5.82,17.0,3.8,28.39,90,1.04,75.0,Specific Gravity,BIAB
38418,BPA,Irish Pale Ale,21.77,1.053,1.0090000000000001,5.68,29.24,7.04,29.34,90,1.0390000000000001,76.0,Specific Gravity,All Grain
38482,Batch #5 - Cream #2,Irish Cream Ale,37.85,1.0659999999999998,1.016,6.57,33.04,10.67,37.85,90,1.0659999999999998,60.0,Specific Gravity,All Grain
38489,Oat Cream Ale,Irish Cream Ale,18.93,1.0390000000000001,1.0090000000000001,3.93,30.01,6.39,24.11,90,1.03,55.0,Specific Gravity,All Grain
38493,Hair of the Dog,Irish Pale Ale,20.82,1.048,1.012,4.69,0.0,18.74,28.39,60,1.035,70.0,Specific Gravity,All Grain
38501,Cream Ale,Irish Cream Ale,45.42,1.036,1.006,3.98,19.05,2.38,52.62,60,1.031,80.0,Specific Gravity,All Grain
38510,Cream Ale til paske,Irish Cream Ale,60.2,1.052,1.01,5.46,28.28,3.85,50.0,90,1.062,70.0,Specific Gravity,All Grain
38526,Saint Murrauder Ale,Irish Pale Ale,18.93,1.051,1.013,5.06,32.32,13.25,22.71,60,1.043,40.0,Specific Gravity,BIAB
38623,St. Paddys Green fizzy,Irish Cream Ale,18.93,1.05,1.008,5.44,18.45,3.96,22.71,60,1.042,75.0,Specific Gravity,All Grain
38641,Ens Red Ale,Irish Red Ale,41.64,1.053,1.013,5.23,47.14,13.94,28.39,60,1.078,70.0,Specific Gravity,All Grain
38668,BPA II,Irish Pale Ale,20.82,1.053,1.011,5.41,20.96,8.54,27.25,60,1.04,75.0,Specific Gravity,All Grain
38676,IPV (India Pale Vienna),Irish Lager,19.87,1.048,1.0070000000000001,5.42,70.06,14.08,22.71,60,1.042,72.0,Specific Gravity,All Grain
38702,Saison,Irish Pale Ale,41.64,1.07,1.014,7.4,30.87,4.36,56.78,60,1.052,70.0,Specific Gravity,All Grain
38716,Unamed Red Ale,Irish Red Ale,23.0,1.0490000000000002,1.01,5.15,21.33,17.9,11.0,90,1.102,35.0,Specific Gravity,Partial Mash
38769,EPIC the Red,Irish Red Ale,18.93,1.087,1.021,8.69,75.43,19.2,24.61,60,1.067,80.0,Specific Gravity,All Grain
38816,Kiene Miete Vienna Lager,Irish Lager,20.82,1.0490000000000002,1.0070000000000001,5.4,24.46,12.35,27.44,75,1.037,75.0,Specific Gravity,All Grain
38821,Coffee Cream v2.0,Irish Cream Ale,20.82,1.054,1.012,5.42,18.89,2.73,28.39,60,1.0390000000000001,70.0,Specific Gravity,BIAB
38902,You Killed Kenny!,Irish Red Ale,20.0,1.041,1.011,3.87,35.99,12.07,25.0,60,1.033,49.0,Specific Gravity,All Grain
38924,Vienna Lager,Irish Lager,20.82,1.055,1.014,5.29,28.33,13.5,32.18,90,1.035,60.0,Specific Gravity,All Grain
38953,Breanne's Cream Ale,Irish Cream Ale,18.93,1.054,1.013,5.4,17.23,3.73,23.85,60,1.043,60.0,Specific Gravity,All Grain
38970,Vienna Lager,Irish Lager,11.36,1.051,1.008,5.65,39.29,11.31,13.25,90,1.044,80.0,Specific Gravity,BIAB
38976,Egolf Irish Red 112715,Irish Red Ale,11.36,1.052,1.011,5.28,30.92,13.63,11.36,60,1.052,35.0,Specific Gravity,extract
38984,Coal red,Irish Red Ale,20.82,1.046,1.012,4.49,23.4,12.87,28.39,60,1.034,70.0,Specific Gravity,All Grain
39005,American Red Ale,Irish Red Ale,25.0,1.051,1.01,5.38,41.27,13.43,30.0,60,1.042,70.0,Specific Gravity,All Grain
39010,IIWII - IT IS WHAT IT IS!,Irish Pale Ale,20.0,1.044,1.012,4.17,29.36,3.64,26.5,60,1.033,70.0,Specific Gravity,BIAB
39015,Ashes against the grain,Irish Dry Stout,25.0,1.044,1.01,4.43,34.67,34.04,31.0,60,1.035,72.0,Specific Gravity,All Grain
39049,Liberty Cream Ale,Irish Cream Ale,18.93,1.052,1.008,5.78,29.17,4.73,11.36,60,1.0859999999999999,35.0,Specific Gravity,extract
39071,Eropeisk lager,Irish Lager,20.0,1.045,1.0070000000000001,5.09,30.48,4.28,28.0,75,1.032,64.0,Specific Gravity,All Grain
39081,Rose Lake Red Ale,Irish Red Ale,18.93,1.0490000000000002,1.013,4.69,26.39,17.69,7.57,60,1.122,35.0,Specific Gravity,extract
39144,V's Red,Irish Red Ale,132.49,1.053,1.013,5.29,34.7,19.26,140.06,60,1.05,75.0,Specific Gravity,All Grain
39149,Irish Stout,Irish Extra Stout,20.82,1.062,1.016,6.29,62.96,35.65,28.39,60,1.045,67.0,Specific Gravity,All Grain
39161,Goodnight Vienna,Irish Lager,20.82,1.0490000000000002,1.014,4.67,20.97,8.12,26.5,30,1.0390000000000001,70.0,Specific Gravity,BIAB
39166,1st Born,Irish Pale Ale,18.93,1.057,1.014,5.57,80.12,5.1,11.36,60,1.094,70.0,Specific Gravity,Partial Mash
39175,Patersbier,Irish Pale Ale,13.25,1.048,1.012,4.77,23.08,2.63,17.03,60,1.037,35.0,Specific Gravity,extract
39193,Hello Darkness,Irish Extra Stout,14.0,1.056,1.01,6.1,38.11,44.97,19.0,90,1.041,72.0,Specific Gravity,BIAB
39198,RED ALE,Irish Red Ale,20.82,1.051,1.015,4.81,28.54,5.64,28.39,60,1.038,75.0,Specific Gravity,All Grain
39199,X . X    Cheer You Up    X . X,Irish Pale Ale,15.0,1.058,1.0090000000000001,6.46,24.62,4.86,19.5,60,1.045,80.0,Specific Gravity,All Grain
39265,NHC Stout,Irish Dry Stout,41.64,1.047,1.012,4.61,16.32,32.9,49.21,60,1.0390000000000001,80.0,Specific Gravity,All Grain
39272,Belgian Pale,Irish Pale Ale,75.71,1.058,1.016,5.51,36.98,4.62,83.28,60,1.052,80.0,Specific Gravity,All Grain
39308,Red Ale,Irish Red Ale,11.36,1.054,1.01,5.73,40.26,14.42,5.68,90,1.1079999999999999,70.0,Specific Gravity,Partial Mash
39310,Cream,Irish Cream Ale,25.0,1.048,1.008,5.24,16.06,3.47,25.0,80,1.048,70.0,Specific Gravity,All Grain
39328,Barely Belgian Pale Ale,Irish Pale Ale,20.82,1.05,1.012,5.09,22.81,9.38,27.44,75,1.035,77.0,Specific Gravity,All Grain
39348,Brooklyn lager from BYO,Irish Lager,24.0,1.048,1.01,5.08,32.01,8.89,29.0,90,1.04,65.0,Specific Gravity,All Grain
39364,Red 5,Irish Red Ale,43.53,1.0659999999999998,1.013,6.91,50.49,17.53,49.21,60,1.05,70.0,Specific Gravity,All Grain
39370,Awesome Recipe,Irish Cream Ale,20.82,1.128,1.0290000000000001,12.95,65.4,21.34,28.39,90,1.094,70.0,Specific Gravity,All Grain
39373,Flanders Red,Irish Red Ale,20.82,1.053,1.011,5.47,20.99,11.21,24.61,90,1.045,70.0,Specific Gravity,BIAB
39386,Irish Red w/ Bramble Fruit,Irish Red Ale,20.0,1.054,1.013,5.3,20.0,19.14,25.7,60,1.041,72.0,Specific Gravity,All Grain
39401,Red Ale,Irish Red Ale,25.0,1.051,1.013,5.0,27.89,20.96,37.0,60,1.035,75.0,Specific Gravity,All Grain
39412,Early and Often,Irish Red Ale,20.82,1.056,1.015,5.37,22.53,17.48,24.61,60,1.047,35.0,Specific Gravity,Partial Mash
39414,Dropkick Red,Irish Red Ale,18.93,1.052,1.013,5.13,28.83,10.33,11.36,60,1.087,35.0,Specific Gravity,extract
39433,Orange Bee Red,Irish Red Ale,20.82,1.081,1.015,8.66,27.4,16.05,28.39,60,1.06,70.0,Specific Gravity,All Grain
39435,Read Bearded Lady,Irish Red Ale,42.0,1.046,1.01,4.74,28.03,16.79,48.0,60,1.04,75.0,Specific Gravity,All Grain
39455,Sunshine of Your Love,Irish Cream Ale,10.41,1.046,1.01,4.76,19.97,3.15,12.68,60,1.038,74.0,Specific Gravity,BIAB
39457,Weed Feed and Mow,Irish Cream Ale,21.0,1.05,1.008,5.43,9.25,4.91,11.0,90,1.095,35.0,Specific Gravity,Partial Mash
39528,Red Rocket Class Project,Irish Red Ale,37.85,1.055,1.012,5.72,25.97,22.12,41.64,60,1.047,18.5,Specific Gravity,extract
39540,Guenther red ale,Irish Red Ale,20.0,1.061,1.011,6.5,18.43,14.24,25.1,60,1.048,75.0,Specific Gravity,All Grain
39545,Aye C. Red,Irish Red Ale,41.64,1.0590000000000002,1.018,5.45,25.24,12.8,49.21,60,1.05,68.0,Specific Gravity,All Grain
39573,Westmalle Extra,Irish Pale Ale,18.93,1.054,1.013,5.42,35.03,4.27,22.71,60,1.045,70.0,Specific Gravity,All Grain
39617,F3D Irish Red ? 01/09/17,Irish Red Ale,20.82,1.064,1.018,6.01,22.09,15.17,30.28,90,1.044,85.0,Specific Gravity,All Grain
39634,Easy Red Ale,Irish Red Ale,37.85,1.056,1.0090000000000001,6.1,32.19,13.61,45.42,80,1.047,70.0,Specific Gravity,All Grain
39650,The 10th Palm,Irish Pale Ale,18.93,1.058,1.014,5.72,25.32,9.25,28.39,60,1.0390000000000001,70.0,Specific Gravity,All Grain
39686,Tar Heel Red Ale,Irish Red Ale,20.82,1.056,1.018,4.9,32.76,12.13,28.39,60,1.041,72.0,Specific Gravity,BIAB
